questionnaire_id,questionnaire_name,version,instrument_type,sector,subtype,section,final_item,original_item,item_id,item_text,response_type,default_scoring,allowed_scoring,validation_status,source,source_line_start,source_line_end,notes
sec_health_maintenance,Centros sanitarios — Mantenimiento,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Mantenimiento,CONDICIONES GENERALE EN TRABAJOS DE MANTENIMIENTO,3,3,SEC-HEALTH-MAINTENANCE-F2015-003,¿Tienen un vestuario adecuado con duchas de agua caliente y fría?,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",597,598,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_maintenance,Centros sanitarios — Mantenimiento,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Mantenimiento,CONDICIONES GENERALE EN TRABAJOS DE MANTENIMIENTO,4,4,SEC-HEALTH-MAINTENANCE-F2015-004,"¿Tienen 10 minutos para cambiarse de ropa y lavarse, antes y después de la jornada laboral?",yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",599,600,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_maintenance,Centros sanitarios — Mantenimiento,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Mantenimiento,CONDICIONES GENERALE EN TRABAJOS DE MANTENIMIENTO,5,5,SEC-HEALTH-MAINTENANCE-F2015-005,"¿Se duchan después de la jornada de trabajo, antes de volver a casa?",yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",601,602,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_maintenance,Centros sanitarios — Mantenimiento,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Mantenimiento,CONDICIONES GENERALE EN TRABAJOS DE MANTENIMIENTO,6,6,SEC-HEALTH-MAINTENANCE-F2015-006,¿Disponen de jabón antibacteriano?,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",603,604,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_maintenance,Centros sanitarios — Mantenimiento,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Mantenimiento,CONDICIONES GENERALE EN TRABAJOS DE MANTENIMIENTO,7,7,SEC-HEALTH-MAINTENANCE-F2015-007,¿Están informados de los riesgos a los que se exponen cuando acceden a un área para realizar algún trabajo?,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",605,607,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_maintenance,Centros sanitarios — Mantenimiento,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Mantenimiento,CONDICIONES GENERALE EN TRABAJOS DE MANTENIMIENTO,8,8,SEC-HEALTH-MAINTENANCE-F2015-008,"¿La ropa de trabajo no se puede llevar a casa para su lavado, del lavado de esta ropa se encarga el empresario?",yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",608,610,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_maintenance,Centros sanitarios — Mantenimiento,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Mantenimiento,CONDICIONES GENERALE EN TRABAJOS DE MANTENIMIENTO,9,9,SEC-HEALTH-MAINTENANCE-F2015-009,¿Tienen un vestuario adecuado con taquillas dobles para evitar que la ropa de trabajo se mezcle la ropa de trabajo con la ropa de calle?.,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",611,613,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_maintenance,Centros sanitarios — Mantenimiento,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Mantenimiento,CONDICIONES GENERALE EN TRABAJOS DE MANTENIMIENTO,10,10,SEC-HEALTH-MAINTENANCE-F2015-010,¿Las heridas ocasionadas en el transcurso de las tareas se curan de inmediato?,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",614,615,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_maintenance,Centros sanitarios — Mantenimiento,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Mantenimiento,CONDICIONES GENERALE EN TRABAJOS DE MANTENIMIENTO,11,11,SEC-HEALTH-MAINTENANCE-F2015-011,¿Antes de efectuar cualquier trabajo de mantenimiento deberá hacerse una valoración del riesgo y adoptar la protección adecuada del mismo?,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",616,618,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_maintenance,Centros sanitarios — Mantenimiento,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Mantenimiento,CONDICIONES GENERALE EN TRABAJOS DE MANTENIMIENTO,12,12,SEC-HEALTH-MAINTENANCE-F2015-012,"¿Las herramientas de trabajo que puedan estar en contacto con material susceptible de estar contaminado, se desinfectan adecuadamente?",yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",619,621,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_maintenance,Centros sanitarios — Mantenimiento,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Mantenimiento,CONDICIONES GENERALE EN TRABAJOS DE MANTENIMIENTO,13,13,SEC-HEALTH-MAINTENANCE-F2015-013,"¿Se usan guantes de protección al corte en aquellos trabajos que puedan producirse cortes o cuando exista la posibilidad de encontrar agujas, etc¿",yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",622,624,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_maintenance,Centros sanitarios — Mantenimiento,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Mantenimiento,CONDICIONES GENERALE EN TRABAJOS DE MANTENIMIENTO,14,14,SEC-HEALTH-MAINTENANCE-F2015-014,"¿Se usan guantes de protección biológica (látex o análogo) cuando se mantiene contacto con material que pueda estar contaminado (aguas sanitarias, filtros HEPA,...)?",yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",625,627,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_maintenance,Centros sanitarios — Mantenimiento,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Mantenimiento,CONDICIONES GENERALE EN TRABAJOS DE MANTENIMIENTO,15,15,SEC-HEALTH-MAINTENANCE-F2015-015,¿Se usan pantallas cuando se prevea que pueden producirse salpicaduras o protección de material contaminado?,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",628,630,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_maintenance,Centros sanitarios — Mantenimiento,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Mantenimiento,CONDICIONES GENERALE EN TRABAJOS DE MANTENIMIENTO,16,16,SEC-HEALTH-MAINTENANCE-F2015-016,¿Se usan mascarillas cuando se prevé la formación de aerosoles y siempre que se proceda a realizar revisiones y/o reparaciones en sistemas de aire acondicionado?,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",631,633,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_maintenance,Centros sanitarios — Mantenimiento,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Mantenimiento,CONDICIONES GENERALE EN TRABAJOS DE MANTENIMIENTO,17,17,SEC-HEALTH-MAINTENANCE-F2015-017,¿Los equipos de protección personal se lavan y desinfectan antes de guardarlos?,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",634,635,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_maintenance,Centros sanitarios — Mantenimiento,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Mantenimiento,CONDICIONES GENERALE EN TRABAJOS DE MANTENIMIENTO,18,18,SEC-HEALTH-MAINTENANCE-F2015-018,¿Se ha impartido formación respecto al riesgo biológico que pueden suponer determinadas tareas?,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",636,638,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_maintenance,Centros sanitarios — Mantenimiento,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Mantenimiento,CONDICIONES GENERALE EN TRABAJOS DE MANTENIMIENTO,19,19,SEC-HEALTH-MAINTENANCE-F2015-019,¿Hay manuales o protocolos que definen como se realizan las tareas que implican riesgo biológico?,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",639,641,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_hygiene,Centros sanitarios — Realización de higienes,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Realización de higienes,CONDICIONES GENERALES EN LA REALIZACIÓN DE HIGIENES,1,1,SEC-HEALTH-HYGIENE-F2015-001,"¿Las zonas de contención y las áreas de aislamiento (habitaciones especiales) son de acceso limitado?. Y cuando se realicen limpiezas a pacientes de estas áreas ¿se extreman las precauciones, manteniéndose las recomendaciones necesarias para cada tipo de aislamiento? Además el personal que accede a estas zonas tiene que estar especialmente informado y entrenado.",yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",660,665,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_hygiene,Centros sanitarios — Realización de higienes,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Realización de higienes,CONDICIONES GENERALES EN LA REALIZACIÓN DE HIGIENES,2,2,SEC-HEALTH-HYGIENE-F2015-002,"¿Se cumple el protocolo para la manipulación de los pacientes de riesgo especial y/o para la manipulación del material biológico procedente de los mismos (ropa del enfermo, ropa de cama)?",yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",666,668,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_hygiene,Centros sanitarios — Realización de higienes,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Realización de higienes,CONDICIONES GENERALES EN LA REALIZACIÓN DE HIGIENES,3,3,SEC-HEALTH-HYGIENE-F2015-003,"¿Los procedimientos de trabajo incluyen información sobre los riesgos de los productos, las operaciones, las medidas de seguridad y la protección a aplicar?",yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",669,671,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_hygiene,Centros sanitarios — Realización de higienes,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Realización de higienes,CONDICIONES GENERALES EN LA REALIZACIÓN DE HIGIENES,4,4,SEC-HEALTH-HYGIENE-F2015-004,¿Los trabajadores tienen y usan equipos de protección individual con el de marcado CE?.,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",672,673,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_hygiene,Centros sanitarios — Realización de higienes,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Realización de higienes,CONDICIONES GENERALES EN LA REALIZACIÓN DE HIGIENES,5,5,SEC-HEALTH-HYGIENE-F2015-005,¿Los trabajadores tienen ropa de trabajo adecuada preferentemente de manga larga?,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",674,675,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_hygiene,Centros sanitarios — Realización de higienes,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Realización de higienes,CONDICIONES GENERALES EN LA REALIZACIÓN DE HIGIENES,6,6,SEC-HEALTH-HYGIENE-F2015-006,¿Hay control y reposición de los equipos de protección individual y tienen un lugar para su almacenamiento?.,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",676,678,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_hygiene,Centros sanitarios — Realización de higienes,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Realización de higienes,CONDICIONES GENERALES EN LA REALIZACIÓN DE HIGIENES,7,7,SEC-HEALTH-HYGIENE-F2015-007,¿Cada empleado se ocupa de la retirada o limpieza del material que utiliza y que podría estar contaminado?.,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",679,681,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_hygiene,Centros sanitarios — Realización de higienes,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Realización de higienes,CONDICIONES GENERALES EN LA REALIZACIÓN DE HIGIENES,8,8,SEC-HEALTH-HYGIENE-F2015-008,¿Se cambia de guantes tras el contacto con cada paciente y siempre que se rompan?,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",682,683,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_hygiene,Centros sanitarios — Realización de higienes,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Realización de higienes,CONDICIONES GENERALES EN LA REALIZACIÓN DE HIGIENES,9,9,SEC-HEALTH-HYGIENE-F2015-009,¿Después de atender a cada paciente se procede al lavado cuidadoso de las manos?,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",684,685,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_hygiene,Centros sanitarios — Realización de higienes,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Realización de higienes,CONDICIONES GENERALES EN LA REALIZACIÓN DE HIGIENES,10,10,SEC-HEALTH-HYGIENE-F2015-010,"¿Se dispone de la posibilidad del cambio frecuente de guantes, principalmente cuando se vaya pasando de una tarea a otra (después de lavar al enfermo antes de empezar a vestirlo, al hacer la cama, etc)?.",yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",686,689,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_hygiene,Centros sanitarios — Realización de higienes,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Realización de higienes,CONDICIONES GENERALES EN LA REALIZACIÓN DE HIGIENES,11,11,SEC-HEALTH-HYGIENE-F2015-011,"¿Existen normas que señalan la protección de las heridas y lesiones de las manos, antes de iniciar la actividad laboral, mediante apósito impermeable (como tiritas, por ejemplo)?.",yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",690,692,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_hygiene,Centros sanitarios — Realización de higienes,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Realización de higienes,CONDICIONES GENERALES EN LA REALIZACIÓN DE HIGIENES,12,12,SEC-HEALTH-HYGIENE-F2015-012,¿Se limita el trabajo directo con pacientes y/o manejo de equipos contaminados al personal sanitario con lesiones cutáneas que no se pueden cubrir (sobre todo si son exudativas o supurantes)?,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",693,695,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_hygiene,Centros sanitarios — Realización de higienes,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Realización de higienes,CONDICIONES GENERALES EN LA REALIZACIÓN DE HIGIENES,13,13,SEC-HEALTH-HYGIENE-F2015-013,"¿Se usan siempre los guantes, y sobre todo cuando hay presencia de heridas o lesiones cutáneas?",yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",696,698,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_hygiene,Centros sanitarios — Realización de higienes,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Realización de higienes,CONDICIONES GENERALES EN LA REALIZACIÓN DE HIGIENES,14,14,SEC-HEALTH-HYGIENE-F2015-014,¿Se usan siempre los guantes al entrar en contacto con la piel no intacta o mucosas de un paciente?,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",699,701,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_hygiene,Centros sanitarios — Realización de higienes,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Realización de higienes,CONDICIONES GENERALES EN LA REALIZACIÓN DE HIGIENES,15,15,SEC-HEALTH-HYGIENE-F2015-015,"¿Se usan siempre los guantes en la manipulación de ropa, materia o superficies contaminadas con fluidos biológicos?",yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",702,703,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_hygiene,Centros sanitarios — Realización de higienes,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Realización de higienes,CONDICIONES GENERALES EN LA REALIZACIÓN DE HIGIENES,16,16,SEC-HEALTH-HYGIENE-F2015-016,"Respecto al lavado de manos, ¿hay procedimiento escrito, se dispone de jabón desinfectante y de toallas desechables?",yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",704,705,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_hygiene,Centros sanitarios — Realización de higienes,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Realización de higienes,CONDICIONES GENERALES EN LA REALIZACIÓN DE HIGIENES,17,17,SEC-HEALTH-HYGIENE-F2015-017,"¿Hay normas que prohíben comer, beber, fumar, maquillarse, manipular lentillas en áreas de trabajo?",yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",706,707,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_hygiene,Centros sanitarios — Realización de higienes,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Realización de higienes,CONDICIONES GENERALES EN LA REALIZACIÓN DE HIGIENES,18,18,SEC-HEALTH-HYGIENE-F2015-018,¿El calzado que se utiliza es adecuado a las tareas que realizan (calzado impermeable que impida que se mojen los pies y los calcetines) o utilizar polainas u otros sistemas que realicen la misma función?,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",708,711,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_hygiene,Centros sanitarios — Realización de higienes,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Realización de higienes,CONDICIONES GENERALES EN LA REALIZACIÓN DE HIGIENES,19,19,SEC-HEALTH-HYGIENE-F2015-019,"¿Se procede al lavado de manos, y de otras superficies, cuando hayan entrado en contacto con sangre u otros fluidos después de quitarse los guantes?",yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",712,714,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_hygiene,Centros sanitarios — Realización de higienes,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Realización de higienes,CONDICIONES GENERALES EN LA REALIZACIÓN DE HIGIENES,20,20,SEC-HEALTH-HYGIENE-F2015-020,¿Los trabajadores usan gafas de protección y/o pantallas de protección para evitar salpicaduras de líquidos a los ojos o a las mucosas?,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",715,717,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_clinical,Centros sanitarios — Personal sanitario,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Personal sanitario,CONDICIONES GENERALES DE LOS LUGARES DE TRABAJO,1,1,SEC-HEALTH-CLINICAL-F2015-001,"¿Las superficies del área de trabajo son impermeables al agua y de fácil limpieza (encimeras, suelos, paredes, techos)?",yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",733,734,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_clinical,Centros sanitarios — Personal sanitario,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Personal sanitario,CONDICIONES GENERALES DE LOS LUGARES DE TRABAJO,2,2,SEC-HEALTH-CLINICAL-F2015-002,¿Las puertas están construidas con materiales inalterables?,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",735,735,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_clinical,Centros sanitarios — Personal sanitario,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Personal sanitario,CONDICIONES GENERALES DE LOS LUGARES DE TRABAJO,3,3,SEC-HEALTH-CLINICAL-F2015-003,"¿Se dispone de un número adecuado de vestuarios dotados de lavabos, de duchas y de evacuatorios con agua corriente?",yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",736,737,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_clinical,Centros sanitarios — Personal sanitario,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Personal sanitario,CONDICIONES GENERALES DE LOS LUGARES DE TRABAJO,4,4,SEC-HEALTH-CLINICAL-F2015-004,En los cuartos vestuarios o de aseo ¿hay duchas con servicio de agua caliente y fría?,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",738,738,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_clinical,Centros sanitarios — Personal sanitario,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Personal sanitario,CONDICIONES GENERALES DE LOS LUGARES DE TRABAJO,5,5,SEC-HEALTH-CLINICAL-F2015-005,¿Las duchas están aisladas en cabinas o compartimentos individuales?,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",739,739,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_clinical,Centros sanitarios — Personal sanitario,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Personal sanitario,CONDICIONES GENERALES DE LOS LUGARES DE TRABAJO,6,6,SEC-HEALTH-CLINICAL-F2015-006,¿Los retretes son con descarga automática de agua corriente y están separados en cabinas aisladas?,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",740,741,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_clinical,Centros sanitarios — Personal sanitario,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Personal sanitario,CONDICIONES GENERALES DE LOS LUGARES DE TRABAJO,7,7,SEC-HEALTH-CLINICAL-F2015-007,¿Hay jabón desinfectante en lavabos y duchas?,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",742,742,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_clinical,Centros sanitarios — Personal sanitario,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Personal sanitario,CONDICIONES GENERALES DE LOS LUGARES DE TRABAJO,8,8,SEC-HEALTH-CLINICAL-F2015-008,¿Los retretes están separados de los vestuarios o de las áreas de trabajo por un local o zona intermedia de paso?,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",743,744,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_clinical,Centros sanitarios — Personal sanitario,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Personal sanitario,CONDICIONES GENERALES DE LOS LUGARES DE TRABAJO,9,9,SEC-HEALTH-CLINICAL-F2015-009,¿Los retretes tienen acceso sencillo e inmediato?,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",745,745,Use as source-preserved sector-specific instrument; do not label as validated.
sec_health_clinical,Centros sanitarios — Personal sanitario,final_2015_annex1_unvalidated,sector_specific_questionnaire,Centros sanitarios,Personal sanitario,CONDICIONES GENERALES DE LOS LUGARES DE TRABAJO,10,10,SEC-HEALTH-CLINICAL-F2015-010,¿Los trabajadores tienen suficientes áreas de descanso?,yes_no_not_applicable,binary_yes_no_na,binary_yes_no_na,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",746,746,Use as source-preserved sector-specific instrument; do not label as validated.
