item_id,questionnaire_id,questionnaire_name,instrument_type,sector,subtype,section,final_item,item_text_es_source,validation_status_source,source,source_line_start,source_line_end,taxonomy_primary,taxonomy_name,action_logic,prescription_level,cause_assessment_es,corrective_action_es,implementation_requirements_es,verification_criteria_es,preventive_action_es,review_priority,review_reason,review_status,reviewer,review_notes,preventive_action_en,translation_status,draft_method,expert_layer_version,provenance_layer
SEC-CLINICAL-LABS-F2015-024,sec_clinical_labs,"Laboratorios — Clínicos, veterinarios y de diagnóstico",sector_specific_questionnaire,Laboratorios,"Clínicos, veterinarios y de diagnóstico",CONDICIONES GENERALES,24,"¿Llevan bata limpia (no necesita que sea estéril) para proteger la piel y prevenir el manchado del uniforme durante los procedimientos que puedan producir salpicaduras de sangre, fluidos, secreciones o excreciones?",not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",2063,2070,T11,"Accidentes, incidentes y exposiciones accidentales",L2,P2,"En relación con el control «Llevan bata limpia (no necesita que sea estéril) para proteger la piel y prevenir el manchado del uniforme durante los procedimientos que puedan producir salpicaduras de sangre, fluidos, secreciones o excreciones», investigar por qué la respuesta ante accidentes o exposiciones accidentales no es inmediata y completa: procedimiento inexistente o desconocido, medios no disponibles, comunicación tardía, circuito asistencial incompleto o ausencia de investigación posterior.","Implantar o reforzar el procedimiento de respuesta a incidentes o exposiciones para asegurar el cumplimiento efectivo del control descrito en el ítem («Llevan bata limpia (no necesita que sea estéril) para proteger la piel y prevenir el manchado del uniforme durante los procedimientos que puedan producir salpicaduras de sangre, fluidos, secreciones o excreciones»). La respuesta inmediata no debe quedar supeditada a la cumplimentación posterior de registros o trámites.","Asegurar medios de primera actuación, instrucciones accesibles, comunicación inmediata, asistencia y seguimiento según el tipo de exposición; definir investigación del incidente y registro de causas y medidas.","Revisar incidentes reales o simulaciones para comprobar tiempos de respuesta, disponibilidad de medios, comunicación, asistencia, investigación y cierre de acciones.","En relación con el control «Llevan bata limpia (no necesita que sea estéril) para proteger la piel y prevenir el manchado del uniforme durante los procedimientos que puedan producir salpicaduras de sangre, fluidos, secreciones o excreciones», investigar por qué la respuesta ante accidentes o exposiciones accidentales no es inmediata y completa: procedimiento inexistente o desconocido, medios no disponibles, comunicación tardía, circuito asistencial incompleto o ausencia de investigación posterior. Implantar o reforzar el procedimiento de respuesta a incidentes o exposiciones para asegurar el cumplimiento efectivo del control descrito en el ítem («Llevan bata limpia (no necesita que sea estéril) para proteger la piel y prevenir el manchado del uniforme durante los procedimientos que puedan producir salpicaduras de sangre, fluidos, secreciones o excreciones»). La respuesta inmediata no debe quedar supeditada a la cumplimentación posterior de registros o trámites. Asegurar medios de primera actuación, instrucciones accesibles, comunicación inmediata, asistencia y seguimiento según el tipo de exposición; definir investigación del incidente y registro de causas y medidas. Revisar incidentes reales o simulaciones para comprobar tiempos de respuesta, disponibilidad de medios, comunicación, asistencia, investigación y cierre de acciones.",STANDARD,revisión experta ordinaria,APPROVED_ES,Expert review,Aprobado tras revisión experta completa de la capa española.,,NOT_STARTED,deterministic_expert_template_v0.2,0.5,"ERBioR expert preventive-action layer v0.5; new expert development, not verbatim source-questionnaire content"
SEC-CLINICAL-LABS-F2015-025,sec_clinical_labs,"Laboratorios — Clínicos, veterinarios y de diagnóstico",sector_specific_questionnaire,Laboratorios,"Clínicos, veterinarios y de diagnóstico",CONDICIONES GENERALES,25,¿La bata si está manchada se cambia tan pronto como es posible y después se lavan las manos?,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",2071,2072,T22,Control específico del proceso/sector,L3,P2,"En relación con el control «La bata si está manchada se cambia tan pronto como es posible y después se lavan las manos», analizar el punto concreto del proceso sectorial al que se refiere el ítem y determinar por qué el control no se aplica o no resulta eficaz: diseño del proceso, equipos, secuencia operativa, mantenimiento, recursos, instrucciones o supervisión.",Definir e implantar la medida técnica u organizativa necesaria para adecuar la bata si está manchada se cambia tan pronto como para que sea posible y después se lavan las manos. La especificación final debe ajustarse a las condiciones reales del puesto y no inferirse automáticamente cuando falten datos técnicos esenciales.,"Definir la solución técnica u organizativa atendiendo al proceso concreto, agente o material implicado, vía de exposición y condiciones de operación; cuando el ítem no permita una única solución, mantener explícitamente la necesidad de valoración profesional.","Comprobar en condiciones reales que el control implantado reduce o evita la exposición prevista, mediante observación, registros, indicadores de proceso y, cuando proceda, verificaciones técnicas.","En relación con el control «La bata si está manchada se cambia tan pronto como es posible y después se lavan las manos», analizar el punto concreto del proceso sectorial al que se refiere el ítem y determinar por qué el control no se aplica o no resulta eficaz: diseño del proceso, equipos, secuencia operativa, mantenimiento, recursos, instrucciones o supervisión. Definir e implantar la medida técnica u organizativa necesaria para adecuar la bata si está manchada se cambia tan pronto como para que sea posible y después se lavan las manos. La especificación final debe ajustarse a las condiciones reales del puesto y no inferirse automáticamente cuando falten datos técnicos esenciales. Definir la solución técnica u organizativa atendiendo al proceso concreto, agente o material implicado, vía de exposición y condiciones de operación; cuando el ítem no permita una única solución, mantener explícitamente la necesidad de valoración profesional. Comprobar en condiciones reales que el control implantado reduce o evita la exposición prevista, mediante observación, registros, indicadores de proceso y, cuando proceda, verificaciones técnicas.",STANDARD,revisión experta ordinaria,APPROVED_ES,Expert review,Aprobado tras revisión experta completa de la capa española.,,NOT_STARTED,deterministic_expert_template_v0.2,0.5,"ERBioR expert preventive-action layer v0.5; new expert development, not verbatim source-questionnaire content"
SEC-CLINICAL-LABS-F2015-026,sec_clinical_labs,"Laboratorios — Clínicos, veterinarios y de diagnóstico",sector_specific_questionnaire,Laboratorios,"Clínicos, veterinarios y de diagnóstico",CONDICIONES GENERALES,26,"¿Se procede al lavado de manos, y de otras superficies, cuando hayan entrado en contacto con sangre u otros fluidos y siempre después de quitarse los guantes?",not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",2073,2074,T08,"Selección, disponibilidad y uso de EPI",L2,P2,"En relación con el control «Se procede al lavado de manos, y de otras superficies, cuando hayan entrado en contacto con sangre u otros fluidos y siempre después de quitarse los guantes», analizar si el problema deriva de selección inadecuada del EPI, falta de disponibilidad, talla o ajuste incorrectos, incompatibilidad con la tarea, deterioro, instrucciones insuficientes o ausencia de supervisión del uso.","Revisar la selección y gestión del EPI y garantizar, cuando resulte exigible según la evaluación, proceder al lavado de manos, y de otras superficies, cuando hayan entrado en contacto con sangre u otros fluidos y siempre después de quitarse los guantes. La corrección no debe limitarse a exigir el uso: deben resolverse previamente los problemas de adecuación, disponibilidad, ajuste, compatibilidad, procedimiento o supervisión que estén originando la deficiencia.","Verificar adecuación al agente, vía de exposición, tarea, duración y riesgos concurrentes; asegurar tallas, modelos y disponibilidad suficientes; definir colocación, retirada, sustitución, almacenamiento y formación; revisar compatibilidad entre EPI.","Observar tareas reales y comprobar disponibilidad, estado, ajuste, compatibilidad y uso correcto; registrar desviaciones significativas e investigar sus causas antes de atribuirlas a incumplimiento individual.","En relación con el control «Se procede al lavado de manos, y de otras superficies, cuando hayan entrado en contacto con sangre u otros fluidos y siempre después de quitarse los guantes», analizar si el problema deriva de selección inadecuada del EPI, falta de disponibilidad, talla o ajuste incorrectos, incompatibilidad con la tarea, deterioro, instrucciones insuficientes o ausencia de supervisión del uso. Revisar la selección y gestión del EPI y garantizar, cuando resulte exigible según la evaluación, proceder al lavado de manos, y de otras superficies, cuando hayan entrado en contacto con sangre u otros fluidos y siempre después de quitarse los guantes. La corrección no debe limitarse a exigir el uso: deben resolverse previamente los problemas de adecuación, disponibilidad, ajuste, compatibilidad, procedimiento o supervisión que estén originando la deficiencia. Verificar adecuación al agente, vía de exposición, tarea, duración y riesgos concurrentes; asegurar tallas, modelos y disponibilidad suficientes; definir colocación, retirada, sustitución, almacenamiento y formación; revisar compatibilidad entre EPI. Observar tareas reales y comprobar disponibilidad, estado, ajuste, compatibilidad y uso correcto; registrar desviaciones significativas e investigar sus causas antes de atribuirlas a incumplimiento individual.",STANDARD,revisión experta ordinaria,APPROVED_ES,Expert review,Aprobado tras revisión experta completa de la capa española.,,NOT_STARTED,deterministic_expert_template_v0.2,0.5,"ERBioR expert preventive-action layer v0.5; new expert development, not verbatim source-questionnaire content"
SEC-CLINICAL-LABS-F2015-027,sec_clinical_labs,"Laboratorios — Clínicos, veterinarios y de diagnóstico",sector_specific_questionnaire,Laboratorios,"Clínicos, veterinarios y de diagnóstico",CONDICIONES GENERALES,27,"Al salir de la zona de trabajo (zonas de contención), ¿el trabajador se quita las ropas de trabajo y los equipos de protección individual potencialmente contaminados y sucios y los guarda en un lugar que no contiene otras prendas?",not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",2075,2077,T08,"Selección, disponibilidad y uso de EPI",L2,P2,"En relación con el control «Al salir de la zona de trabajo (zonas de contención), el trabajador se quita las ropas de trabajo y los equipos de protección individual potencialmente contaminados y sucios y los guarda en un lugar que no contiene…», analizar si el problema deriva de selección inadecuada del EPI, falta de disponibilidad, talla o ajuste incorrectos, incompatibilidad con la tarea, deterioro, instrucciones insuficientes o ausencia de supervisión del uso.","Revisar la selección y gestión del EPI y garantizar, cuando resulte exigible según la evaluación, asegurar el cumplimiento efectivo del control descrito en el ítem («Al salir de la zona de trabajo (zonas de contención), el trabajador se quita las ropas de trabajo y los equipos de protección individual potencialmente contaminados y sucios y los guarda en un lugar que no contiene otras prendas»). La corrección no debe limitarse a exigir el uso: deben resolverse previamente los problemas de adecuación, disponibilidad, ajuste, compatibilidad, procedimiento o supervisión que estén originando la deficiencia.","Verificar adecuación al agente, vía de exposición, tarea, duración y riesgos concurrentes; asegurar tallas, modelos y disponibilidad suficientes; definir colocación, retirada, sustitución, almacenamiento y formación; revisar compatibilidad entre EPI.","Observar tareas reales y comprobar disponibilidad, estado, ajuste, compatibilidad y uso correcto; registrar desviaciones significativas e investigar sus causas antes de atribuirlas a incumplimiento individual.","En relación con el control «Al salir de la zona de trabajo (zonas de contención), el trabajador se quita las ropas de trabajo y los equipos de protección individual potencialmente contaminados y sucios y los guarda en un lugar que no contiene…», analizar si el problema deriva de selección inadecuada del EPI, falta de disponibilidad, talla o ajuste incorrectos, incompatibilidad con la tarea, deterioro, instrucciones insuficientes o ausencia de supervisión del uso. Revisar la selección y gestión del EPI y garantizar, cuando resulte exigible según la evaluación, asegurar el cumplimiento efectivo del control descrito en el ítem («Al salir de la zona de trabajo (zonas de contención), el trabajador se quita las ropas de trabajo y los equipos de protección individual potencialmente contaminados y sucios y los guarda en un lugar que no contiene otras prendas»). La corrección no debe limitarse a exigir el uso: deben resolverse previamente los problemas de adecuación, disponibilidad, ajuste, compatibilidad, procedimiento o supervisión que estén originando la deficiencia. Verificar adecuación al agente, vía de exposición, tarea, duración y riesgos concurrentes; asegurar tallas, modelos y disponibilidad suficientes; definir colocación, retirada, sustitución, almacenamiento y formación; revisar compatibilidad entre EPI. Observar tareas reales y comprobar disponibilidad, estado, ajuste, compatibilidad y uso correcto; registrar desviaciones significativas e investigar sus causas antes de atribuirlas a incumplimiento individual.",STANDARD,revisión experta ordinaria,APPROVED_ES,Expert review,Aprobado tras revisión experta completa de la capa española.,,NOT_STARTED,deterministic_expert_template_v0.2,0.5,"ERBioR expert preventive-action layer v0.5; new expert development, not verbatim source-questionnaire content"
SEC-CLINICAL-LABS-F2015-028,sec_clinical_labs,"Laboratorios — Clínicos, veterinarios y de diagnóstico",sector_specific_questionnaire,Laboratorios,"Clínicos, veterinarios y de diagnóstico",CONDICIONES GENERALES,28,¿Se cambia de guantes tras el contacto con cada paciente y siempre que el guante se rompa?,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",2078,2078,T08,"Selección, disponibilidad y uso de EPI",L2,P2,"En relación con el control «Se cambia de guantes tras el contacto con cada paciente y siempre que el guante se rompa», analizar si el problema deriva de selección inadecuada del EPI, falta de disponibilidad, talla o ajuste incorrectos, incompatibilidad con la tarea, deterioro, instrucciones insuficientes o ausencia de supervisión del uso.","Revisar la selección y gestión del EPI y garantizar, cuando resulte exigible según la evaluación, garantizar el cambio de guantes tras el contacto con cada paciente y siempre que el guante se rompa. La corrección no debe limitarse a exigir el uso: deben resolverse previamente los problemas de adecuación, disponibilidad, ajuste, compatibilidad, procedimiento o supervisión que estén originando la deficiencia.","Verificar adecuación al agente, vía de exposición, tarea, duración y riesgos concurrentes; asegurar tallas, modelos y disponibilidad suficientes; definir colocación, retirada, sustitución, almacenamiento y formación; revisar compatibilidad entre EPI.","Observar tareas reales y comprobar disponibilidad, estado, ajuste, compatibilidad y uso correcto; registrar desviaciones significativas e investigar sus causas antes de atribuirlas a incumplimiento individual.","En relación con el control «Se cambia de guantes tras el contacto con cada paciente y siempre que el guante se rompa», analizar si el problema deriva de selección inadecuada del EPI, falta de disponibilidad, talla o ajuste incorrectos, incompatibilidad con la tarea, deterioro, instrucciones insuficientes o ausencia de supervisión del uso. Revisar la selección y gestión del EPI y garantizar, cuando resulte exigible según la evaluación, garantizar el cambio de guantes tras el contacto con cada paciente y siempre que el guante se rompa. La corrección no debe limitarse a exigir el uso: deben resolverse previamente los problemas de adecuación, disponibilidad, ajuste, compatibilidad, procedimiento o supervisión que estén originando la deficiencia. Verificar adecuación al agente, vía de exposición, tarea, duración y riesgos concurrentes; asegurar tallas, modelos y disponibilidad suficientes; definir colocación, retirada, sustitución, almacenamiento y formación; revisar compatibilidad entre EPI. Observar tareas reales y comprobar disponibilidad, estado, ajuste, compatibilidad y uso correcto; registrar desviaciones significativas e investigar sus causas antes de atribuirlas a incumplimiento individual.",STANDARD,revisión experta ordinaria,APPROVED_ES,Expert review,Aprobado tras revisión experta completa de la capa española.,,NOT_STARTED,deterministic_expert_template_v0.2,0.5,"ERBioR expert preventive-action layer v0.5; new expert development, not verbatim source-questionnaire content"
SEC-CLINICAL-LABS-F2015-029,sec_clinical_labs,"Laboratorios — Clínicos, veterinarios y de diagnóstico",sector_specific_questionnaire,Laboratorios,"Clínicos, veterinarios y de diagnóstico",CONDICIONES GENERALES,29,"¿Se cambia de guantes cuando entre tareas, en el mismo paciente, si se manchan con material altamente contaminado?",not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",2079,2080,T08,"Selección, disponibilidad y uso de EPI",L2,P2,"En relación con el control «Se cambia de guantes cuando entre tareas, en el mismo paciente, si se manchan con material altamente contaminado», analizar si el problema deriva de selección inadecuada del EPI, falta de disponibilidad, talla o ajuste incorrectos, incompatibilidad con la tarea, deterioro, instrucciones insuficientes o ausencia de supervisión del uso.","Revisar la selección y gestión del EPI y garantizar, cuando resulte exigible según la evaluación, garantizar el cambio de guantes cuando entre tareas, en el mismo paciente, si se manchan con material altamente contaminado. La corrección no debe limitarse a exigir el uso: deben resolverse previamente los problemas de adecuación, disponibilidad, ajuste, compatibilidad, procedimiento o supervisión que estén originando la deficiencia.","Verificar adecuación al agente, vía de exposición, tarea, duración y riesgos concurrentes; asegurar tallas, modelos y disponibilidad suficientes; definir colocación, retirada, sustitución, almacenamiento y formación; revisar compatibilidad entre EPI.","Observar tareas reales y comprobar disponibilidad, estado, ajuste, compatibilidad y uso correcto; registrar desviaciones significativas e investigar sus causas antes de atribuirlas a incumplimiento individual.","En relación con el control «Se cambia de guantes cuando entre tareas, en el mismo paciente, si se manchan con material altamente contaminado», analizar si el problema deriva de selección inadecuada del EPI, falta de disponibilidad, talla o ajuste incorrectos, incompatibilidad con la tarea, deterioro, instrucciones insuficientes o ausencia de supervisión del uso. Revisar la selección y gestión del EPI y garantizar, cuando resulte exigible según la evaluación, garantizar el cambio de guantes cuando entre tareas, en el mismo paciente, si se manchan con material altamente contaminado. La corrección no debe limitarse a exigir el uso: deben resolverse previamente los problemas de adecuación, disponibilidad, ajuste, compatibilidad, procedimiento o supervisión que estén originando la deficiencia. Verificar adecuación al agente, vía de exposición, tarea, duración y riesgos concurrentes; asegurar tallas, modelos y disponibilidad suficientes; definir colocación, retirada, sustitución, almacenamiento y formación; revisar compatibilidad entre EPI. Observar tareas reales y comprobar disponibilidad, estado, ajuste, compatibilidad y uso correcto; registrar desviaciones significativas e investigar sus causas antes de atribuirlas a incumplimiento individual.",STANDARD,revisión experta ordinaria,APPROVED_ES,Expert review,Aprobado tras revisión experta completa de la capa española.,,NOT_STARTED,deterministic_expert_template_v0.2,0.5,"ERBioR expert preventive-action layer v0.5; new expert development, not verbatim source-questionnaire content"
SEC-CLINICAL-LABS-F2015-030,sec_clinical_labs,"Laboratorios — Clínicos, veterinarios y de diagnóstico",sector_specific_questionnaire,Laboratorios,"Clínicos, veterinarios y de diagnóstico",CONDICIONES GENERALES,30,"¿Se usan siempre los guantes cuando hay: presencia de heridas o lesiones cutáneas; al entrar en contacto con la piel no intacta o mucosas del paciente; en la manipulación de objetos, materia o superficies contaminadas con fluidos biológicos?",not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",2081,2083,T11,"Accidentes, incidentes y exposiciones accidentales",L2,P2,"En relación con el control «Se usan siempre los guantes cuando hay: presencia de heridas o lesiones cutáneas», investigar por qué la respuesta ante accidentes o exposiciones accidentales no es inmediata y completa: procedimiento inexistente o desconocido, medios no disponibles, comunicación tardía, circuito asistencial incompleto o ausencia de investigación posterior.",Implantar o reforzar el procedimiento de respuesta a incidentes o exposiciones para garantizar el uso sistemático de los guantes cuando hay: presencia de heridas o lesiones cutáneas. La respuesta inmediata no debe quedar supeditada a la cumplimentación posterior de registros o trámites.,"Asegurar medios de primera actuación, instrucciones accesibles, comunicación inmediata, asistencia y seguimiento según el tipo de exposición; definir investigación del incidente y registro de causas y medidas.","Revisar incidentes reales o simulaciones para comprobar tiempos de respuesta, disponibilidad de medios, comunicación, asistencia, investigación y cierre de acciones.","En relación con el control «Se usan siempre los guantes cuando hay: presencia de heridas o lesiones cutáneas», investigar por qué la respuesta ante accidentes o exposiciones accidentales no es inmediata y completa: procedimiento inexistente o desconocido, medios no disponibles, comunicación tardía, circuito asistencial incompleto o ausencia de investigación posterior. Implantar o reforzar el procedimiento de respuesta a incidentes o exposiciones para garantizar el uso sistemático de los guantes cuando hay: presencia de heridas o lesiones cutáneas. La respuesta inmediata no debe quedar supeditada a la cumplimentación posterior de registros o trámites. Asegurar medios de primera actuación, instrucciones accesibles, comunicación inmediata, asistencia y seguimiento según el tipo de exposición; definir investigación del incidente y registro de causas y medidas. Revisar incidentes reales o simulaciones para comprobar tiempos de respuesta, disponibilidad de medios, comunicación, asistencia, investigación y cierre de acciones.",STANDARD,revisión experta ordinaria,APPROVED_ES,Expert review,Aprobado tras revisión experta completa de la capa española.,,NOT_STARTED,deterministic_expert_template_v0.2,0.5,"ERBioR expert preventive-action layer v0.5; new expert development, not verbatim source-questionnaire content"
SEC-CLINICAL-LABS-F2015-031,sec_clinical_labs,"Laboratorios — Clínicos, veterinarios y de diagnóstico",sector_specific_questionnaire,Laboratorios,"Clínicos, veterinarios y de diagnóstico",CONDICIONES GENERALES,31,"¿Y se utilizan los guantes en caso de extracciones, administración de tratamientos intravenosos o canalizaciones de venas?",not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",2084,2085,T08,"Selección, disponibilidad y uso de EPI",L2,P2,"En relación con el control «Y se utilizan los guantes en caso de extracciones, administración de tratamientos intravenosos o canalizaciones de venas», analizar si el problema deriva de selección inadecuada del EPI, falta de disponibilidad, talla o ajuste incorrectos, incompatibilidad con la tarea, deterioro, instrucciones insuficientes o ausencia de supervisión del uso.","Revisar la selección y gestión del EPI y garantizar, cuando resulte exigible según la evaluación, asegurar el cumplimiento efectivo del control descrito en el ítem («Y se utilizan los guantes en caso de extracciones, administración de tratamientos intravenosos o canalizaciones de venas»). La corrección no debe limitarse a exigir el uso: deben resolverse previamente los problemas de adecuación, disponibilidad, ajuste, compatibilidad, procedimiento o supervisión que estén originando la deficiencia.","Verificar adecuación al agente, vía de exposición, tarea, duración y riesgos concurrentes; asegurar tallas, modelos y disponibilidad suficientes; definir colocación, retirada, sustitución, almacenamiento y formación; revisar compatibilidad entre EPI.","Observar tareas reales y comprobar disponibilidad, estado, ajuste, compatibilidad y uso correcto; registrar desviaciones significativas e investigar sus causas antes de atribuirlas a incumplimiento individual.","En relación con el control «Y se utilizan los guantes en caso de extracciones, administración de tratamientos intravenosos o canalizaciones de venas», analizar si el problema deriva de selección inadecuada del EPI, falta de disponibilidad, talla o ajuste incorrectos, incompatibilidad con la tarea, deterioro, instrucciones insuficientes o ausencia de supervisión del uso. Revisar la selección y gestión del EPI y garantizar, cuando resulte exigible según la evaluación, asegurar el cumplimiento efectivo del control descrito en el ítem («Y se utilizan los guantes en caso de extracciones, administración de tratamientos intravenosos o canalizaciones de venas»). La corrección no debe limitarse a exigir el uso: deben resolverse previamente los problemas de adecuación, disponibilidad, ajuste, compatibilidad, procedimiento o supervisión que estén originando la deficiencia. Verificar adecuación al agente, vía de exposición, tarea, duración y riesgos concurrentes; asegurar tallas, modelos y disponibilidad suficientes; definir colocación, retirada, sustitución, almacenamiento y formación; revisar compatibilidad entre EPI. Observar tareas reales y comprobar disponibilidad, estado, ajuste, compatibilidad y uso correcto; registrar desviaciones significativas e investigar sus causas antes de atribuirlas a incumplimiento individual.",STANDARD,revisión experta ordinaria,APPROVED_ES,Expert review,Aprobado tras revisión experta completa de la capa española.,,NOT_STARTED,deterministic_expert_template_v0.2,0.5,"ERBioR expert preventive-action layer v0.5; new expert development, not verbatim source-questionnaire content"
SEC-CLINICAL-LABS-F2015-032,sec_clinical_labs,"Laboratorios — Clínicos, veterinarios y de diagnóstico",sector_specific_questionnaire,Laboratorios,"Clínicos, veterinarios y de diagnóstico",CONDICIONES GENERALES,32,¿Se usan las mascarillas cuando se prevé la producción de salpicaduras de sangre o fluidos biológicos a la mucosa nasal y oral?,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",2086,2087,T11,"Accidentes, incidentes y exposiciones accidentales",L2,P2,"En relación con el control «Se usan las mascarillas cuando se prevé la producción de salpicaduras de sangre o fluidos biológicos a la mucosa nasal y oral», investigar por qué la respuesta ante accidentes o exposiciones accidentales no es inmediata y completa: procedimiento inexistente o desconocido, medios no disponibles, comunicación tardía, circuito asistencial incompleto o ausencia de investigación posterior.",Implantar o reforzar el procedimiento de respuesta a incidentes o exposiciones para utilizar las mascarillas cuando se prevé la producción de salpicaduras de sangre o fluidos biológicos a la mucosa nasal y oral. La respuesta inmediata no debe quedar supeditada a la cumplimentación posterior de registros o trámites.,"Asegurar medios de primera actuación, instrucciones accesibles, comunicación inmediata, asistencia y seguimiento según el tipo de exposición; definir investigación del incidente y registro de causas y medidas.","Revisar incidentes reales o simulaciones para comprobar tiempos de respuesta, disponibilidad de medios, comunicación, asistencia, investigación y cierre de acciones.","En relación con el control «Se usan las mascarillas cuando se prevé la producción de salpicaduras de sangre o fluidos biológicos a la mucosa nasal y oral», investigar por qué la respuesta ante accidentes o exposiciones accidentales no es inmediata y completa: procedimiento inexistente o desconocido, medios no disponibles, comunicación tardía, circuito asistencial incompleto o ausencia de investigación posterior. Implantar o reforzar el procedimiento de respuesta a incidentes o exposiciones para utilizar las mascarillas cuando se prevé la producción de salpicaduras de sangre o fluidos biológicos a la mucosa nasal y oral. La respuesta inmediata no debe quedar supeditada a la cumplimentación posterior de registros o trámites. Asegurar medios de primera actuación, instrucciones accesibles, comunicación inmediata, asistencia y seguimiento según el tipo de exposición; definir investigación del incidente y registro de causas y medidas. Revisar incidentes reales o simulaciones para comprobar tiempos de respuesta, disponibilidad de medios, comunicación, asistencia, investigación y cierre de acciones.",STANDARD,revisión experta ordinaria,APPROVED_ES,Expert review,Aprobado tras revisión experta completa de la capa española.,,NOT_STARTED,deterministic_expert_template_v0.2,0.5,"ERBioR expert preventive-action layer v0.5; new expert development, not verbatim source-questionnaire content"
SEC-CLINICAL-LABS-F2015-033,sec_clinical_labs,"Laboratorios — Clínicos, veterinarios y de diagnóstico",sector_specific_questionnaire,Laboratorios,"Clínicos, veterinarios y de diagnóstico",CONDICIONES GENERALES,33,¿Los trabajadores usan respiradores cuando se realizan técnicas de respiración boca –boca o respiración asistida?,not_validated_insufficient_sector_sample,"Aguilar Elena doctoral thesis (2015), Annex 1, sector-specific questionnaires",2088,2089,T22,Control específico del proceso/sector,L3,P2,"En relación con el control «Los trabajadores usan respiradores cuando se realizan técnicas de respiración boca –boca o respiración asistida», analizar el punto concreto del proceso sectorial al que se refiere el ítem y determinar por qué el control no se aplica o no resulta eficaz: diseño del proceso, equipos, secuencia operativa, mantenimiento, recursos, instrucciones o supervisión.",Definir e implantar la medida técnica u organizativa necesaria para garantizar que los trabajadores utilicen respiradores cuando se realizan técnicas de respiración boca –boca o respiración asistida. La especificación final debe ajustarse a las condiciones reales del puesto y no inferirse automáticamente cuando falten datos técnicos esenciales.,"Definir la solución técnica u organizativa atendiendo al proceso concreto, agente o material implicado, vía de exposición y condiciones de operación; cuando el ítem no permita una única solución, mantener explícitamente la necesidad de valoración profesional.","Comprobar en condiciones reales que el control implantado reduce o evita la exposición prevista, mediante observación, registros, indicadores de proceso y, cuando proceda, verificaciones técnicas.","En relación con el control «Los trabajadores usan respiradores cuando se realizan técnicas de respiración boca –boca o respiración asistida», analizar el punto concreto del proceso sectorial al que se refiere el ítem y determinar por qué el control no se aplica o no resulta eficaz: diseño del proceso, equipos, secuencia operativa, mantenimiento, recursos, instrucciones o supervisión. Definir e implantar la medida técnica u organizativa necesaria para garantizar que los trabajadores utilicen respiradores cuando se realizan técnicas de respiración boca –boca o respiración asistida. La especificación final debe ajustarse a las condiciones reales del puesto y no inferirse automáticamente cuando falten datos técnicos esenciales. Definir la solución técnica u organizativa atendiendo al proceso concreto, agente o material implicado, vía de exposición y condiciones de operación; cuando el ítem no permita una única solución, mantener explícitamente la necesidad de valoración profesional. Comprobar en condiciones reales que el control implantado reduce o evita la exposición prevista, mediante observación, registros, indicadores de proceso y, cuando proceda, verificaciones técnicas.",STANDARD,revisión experta ordinaria,APPROVED_ES,Expert review,Aprobado tras revisión experta completa de la capa española.,,NOT_STARTED,deterministic_expert_template_v0.2,0.5,"ERBioR expert preventive-action layer v0.5; new expert development, not verbatim source-questionnaire content"
